file	page	qualifying_gutters	widest_interior_quiet_frac	widthPx	heightPx	widestPx	widestSpan	otsu	peakInk	gutterSpans
_1960_Organization and operation of the Small Business Administration_.pdf	73	0	0.0000	975	1538	0	-	147	332	-
_1973_Committee Against Racism_.pdf	2	0	0.0000	1276	1650	0	-	151	698	-
_1973_Committee Against Racism_.pdf	3	0	0.0000	1275	1650	0	-	156	695	-
_1973_Committee Against Racism_.pdf	4	0	0.0000	1275	1650	0	-	153	647	-
_1979_Ideology of American Neo-Conservatism_.pdf	2	0	0.0000	956	1344	0	-	147	365	-
_1979_Ideology of American Neo-Conservatism_.pdf	9	0	0.0000	983	1242	0	-	147	372	-
_1979_Ideology of American Neo-Conservatism_.pdf	16	0	0.0000	938	844	0	-	149	138	-
ppf_description.pdf	2	0	0.0024	1275	1650	3	707-710	152	320	-
ppf_description.pdf	3	0	0.0000	1275	1650	0	-	162	260	-
ppf_description.pdf	5	0	0.0024	1275	1650	3	230-233	150	150	-
w5093.pdf	2	0	0.0000	1275	1633	0	-	142	234	-
w5093.pdf	33	0	0.0000	1273	1633	0	-	151	143	-
w5093.pdf	64	0	0.0063	1271	1631	8	755-763	152	168	-
1935_Title Page.pdf	1	0	0.0072	833	1250	6	633-639	157	177	-
1935_Title Page.pdf	2	0	0.0024	1275	1650	3	312-315	140	61	-
1944_Options picking up.pdf	1	0	0.0000	1208	1656	0	-	160	1643	-
1944_Options picking up.pdf	2	0	0.0000	1203	1652	0	-	152	1032	-
1944_Options picking up.pdf	3	0	0.0031	1275	1650	4	179-183	149	41	-
Albanese_1997_Senate Will Examine Stock Option Bill.pdf	1	0	0.0000	848	1100	0	-	157	642	-
Albanese_1997_Senate Will Examine Stock Option Bill.pdf	2	0	0.0000	848	1100	0	-	173	495	-
Albanese_1997_Senate Will Examine Stock Option Bill.pdf	3	0	0.0016	1275	1650	2	580-582	128	78	-
Baker_2000_The Supply-Side Effect of a Stock Market Crash.pdf	2	0	0.0000	1050	1658	0	-	149	343	-
Baker_2000_The Supply-Side Effect of a Stock Market Crash.pdf	7	0	0.0000	1050	1658	0	-	148	478	-
Baker_2000_The Supply-Side Effect of a Stock Market Crash.pdf	12	0	0.0000	1050	1658	0	-	154	224	-
Batzell - Free Labor, Capitalism and the Antislavery Origins of Chinese Labor Exclusion in 1870s California.pdf	2	0	0.0000	1275	1650	0	-	147	233	-
Batzell - Free Labor, Capitalism and the Antislavery Origins of Chinese Labor Exclusion in 1870s California.pdf	28	0	0.0000	1275	1650	0	-	147	207	-
Batzell - Free Labor, Capitalism and the Antislavery Origins of Chinese Labor Exclusion in 1870s California.pdf	54	0	0.0000	1275	1650	0	-	153	205	-
Borges_The Lottery in Babylon.pdf	2	0	0.0000	1239	1754	0	-	154	412	-
Borges_The Lottery in Babylon.pdf	3	0	0.0000	1239	1754	0	-	154	412	-
Borges_The Lottery in Babylon.pdf	5	0	0.0000	1239	1754	0	-	157	79	-
Burke - The Expansion of American Higher Education.pdf	2	0	0.0000	796	1188	0	-	152	244	-
Burke - The Expansion of American Higher Education.pdf	13	0	0.0126	796	1188	10	116-126	160	353	-
Burke - The Expansion of American Higher Education.pdf	24	0	0.0000	806	1196	0	-	158	71	-
Collins_1971_Functional and Conflict Theories of Educational Stratification_American Sociological Review.pdf	2	0	0.0000	975	1492	0	-	155	324	-
Collins_1971_Functional and Conflict Theories of Educational Stratification_American Sociological Review.pdf	10	0	0.0010	975	1492	1	493-494	155	388	-
Collins_1971_Functional and Conflict Theories of Educational Stratification_American Sociological Review.pdf	19	0	0.0000	975	1492	0	-	155	272	-
Crystal_2000_Option grants leave CEOs with sinking feeling.pdf	1	0	0.0000	1725	2100	0	-	155	597	-
Donahue - 2001 - Time to Get Serious About Talent Management.pdf	1	0	0.0241	1163	1617	28	765-793	144	1617	-
Donahue - 2001 - Time to Get Serious About Talent Management.pdf	2	0	0.0215	1163	1613	25	371-396	149	1613	-
Donahue - 2001 - Time to Get Serious About Talent Management.pdf	3	0	0.0000	1240	1754	0	-	146	86	-
Eyal-Cohen - Why Is Small Business the Chief Business of Congress.pdf	2	0	0.0000	1052	1500	0	-	149	153	-
Eyal-Cohen - Why Is Small Business the Chief Business of Congress.pdf	30	0	0.0010	1052	1500	1	875-876	151	312	-
Eyal-Cohen - Why Is Small Business the Chief Business of Congress.pdf	59	0	0.0000	1052	1500	0	-	153	2	-
Fisch et al. - 2019 - The New Titans of Wall Street A Theoretical Framework for Passive Investors.pdf	2	0	0.0000	975	1517	0	-	158	215	-
Fisch et al. - 2019 - The New Titans of Wall Street A Theoretical Framework for Passive Investors.pdf	29	0	0.0000	975	1517	0	-	158	279	-
Fisch et al. - 2019 - The New Titans of Wall Street A Theoretical Framework for Passive Investors.pdf	57	0	0.0000	975	1517	0	-	156	103	-
Har - THE NECKLACE OF KALI..pdf	1	0	0.0089	1805	2709	16	775-791	131	1101	-
Jones et al_2010_The Productivity Effects of Stock Option Schemes.pdf	2	0	0.0274	1240	1648	34	604-638	167	418	-
Jones et al_2010_The Productivity Effects of Stock Option Schemes.pdf	8	0	0.0000	1240	1648	0	-	171	322	-
Jones et al_2010_The Productivity Effects of Stock Option Schemes.pdf	15	0	0.0063	1275	1650	8	631-639	144	19	-
Kristol_1970_When virtue loses all her loveliness --some reflections on capitalism and_.pdf	2	0	0.0000	840	1350	0	-	150	284	-
Kristol_1970_When virtue loses all her loveliness --some reflections on capitalism and_.pdf	7	0	0.0000	840	1350	0	-	152	350	-
Kristol_1970_When virtue loses all her loveliness --some reflections on capitalism and_.pdf	13	0	0.0000	840	1350	0	-	152	242	-
Lemieux et al. - Performance Pay and Wage Inequality.pdf	2	0	0.0000	975	1517	0	-	155	266	-
Lemieux et al. - Performance Pay and Wage Inequality.pdf	26	0	0.0000	975	1517	0	-	153	405	-
Lemieux et al. - Performance Pay and Wage Inequality.pdf	50	0	0.0000	975	1517	0	-	159	210	-
Litt_1974_Liberty Above Equality The Counterreformation in Higher Education Policy_The American Behavioral Scientist (pre-1986); Thousand Oaks.pdf	2	0	0.0000	556	963	0	-	160	310	-
Litt_1974_Liberty Above Equality The Counterreformation in Higher Education Policy_The American Behavioral Scientist (pre-1986); Thousand Oaks.pdf	13	0	0.0000	567	965	0	-	147	321	-
Litt_1974_Liberty Above Equality The Counterreformation in Higher Education Policy_The American Behavioral Scientist (pre-1986); Thousand Oaks.pdf	24	0	0.0000	558	838	0	-	155	257	-
Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	2	0	0.0000	1271	1758	0	-	155	611	-
Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	6	0	0.0000	1271	1758	0	-	156	542	-
Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	11	0	0.0008	1271	1758	1	664-665	157	1091	-
Lowell - The Government of Dependencies.pdf	2	0	0.0000	744	1140	0	-	148	357	-
Lowell - The Government of Dependencies.pdf	8	0	0.0000	744	1140	0	-	148	411	-
Lowell - The Government of Dependencies.pdf	14	0	0.0000	744	1140	0	-	147	359	-
McWilliams_1933_Provincialism_The Frontier and Midland.pdf	2	0	0.0016	1275	1650	2	1108-1110	151	1633	-
McWilliams_1933_Provincialism_The Frontier and Midland.pdf	8	0	0.0118	1275	1650	15	644-659	148	331	-
McWilliams_1933_Provincialism_The Frontier and Midland.pdf	15	0	0.0102	1275	1650	13	1104-1117	148	311	-
Merriam_1920_Daughter of Pan_The Montanan (The Frontier).pdf	1	0	0.0000	4031	5400	0	-	138	5400	-
Price_1958_The Small Business Tax Revision of 1958.pdf	2	0	0.0000	898	1352	0	-	152	238	-
Price_1958_The Small Business Tax Revision of 1958.pdf	19	0	0.0000	898	1352	0	-	148	341	-
Price_1958_The Small Business Tax Revision of 1958.pdf	37	0	0.0000	898	1352	0	-	152	208	-
Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	2	0	0.0000	876	1392	0	-	161	247	-
Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	28	0	0.0000	878	1393	0	-	161	285	-
Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	55	0	0.0000	876	1392	0	-	162	113	-
Riesman_1949_Men, Women, and Marriage_Nation.pdf	1	0	0.0062	1293	1663	8	818-826	148	591	-
Riesman_1949_Men, Women, and Marriage_Nation.pdf	2	0	0.0085	1287	1660	11	829-840	152	545	-
Riesman_1949_Men, Women, and Marriage_Nation.pdf	3	0	0.0024	1276	1650	3	412-415	157	49	-
Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	2	0	0.0000	901	1392	0	-	157	234	-
Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	8	0	0.0000	904	1393	0	-	158	352	-
Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	15	0	0.0000	901	1392	0	-	159	256	-
Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	2	0	0.0000	1275	1667	0	-	144	475	-
Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	4	0	0.0023	1281	1671	3	629-632	148	691	-
Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	7	0	0.0063	1276	1667	8	637-645	147	578	-
Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	2	0	0.0000	790	1289	0	-	147	264	-
Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	9	0	0.0000	790	1289	0	-	146	342	-
Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	16	0	0.0000	790	1289	0	-	146	345	-
Robin_Stephens_1996_Against the Grain_Social Text.pdf	2	0	0.0047	1075	1515	5	757-762	154	284	-
Robin_Stephens_1996_Against the Grain_Social Text.pdf	17	1	0.0381	1075	1515	41	278-319	156	236	278-319
Robin_Stephens_1996_Against the Grain_Social Text.pdf	32	0	0.0000	1075	1515	0	-	158	88	-
Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	2	1	0.0474	1203	1629	57	592-649	152	1496	592-649
Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	9	0	0.0008	1204	1626	1	598-599	154	1569	-
Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	17	0	0.0024	1276	1650	3	626-629	147	55	-
Scott_TK_The Scientific Selection of Salesmen.pdf	2	0	0.0000	1275	1570	0	-	140	540	-
Scott_TK_The Scientific Selection of Salesmen.pdf	7	0	0.0000	1020	1256	0	-	163	837	-
Scott_TK_The Scientific Selection of Salesmen.pdf	13	0	0.0039	1020	1274	4	658-662	160	777	-
Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	2	0	0.0000	1275	1650	0	-	155	446	-
Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	19	0	0.0000	1275	1650	0	-	155	486	-
Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	37	0	0.0016	1275	1650	2	1039-1041	199	337	-
Wells_2015_A Long View of Shareholder Power.pdf	2	0	0.0000	974	1494	0	-	151	304	-
Wells_2015_A Long View of Shareholder Power.pdf	34	0	0.0000	967	1496	0	-	149	348	-
Wells_2015_A Long View of Shareholder Power.pdf	67	0	0.0000	966	1503	0	-	154	165	-
Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	2	0	0.0000	1075	1517	0	-	155	379	-
Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	3	0	0.0000	1075	1517	0	-	155	384	-
Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	4	0	0.0000	1075	1517	0	-	156	358	-
Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	2	0	0.0000	921	1382	0	-	175	300	-
Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	17	0	0.0000	921	1382	0	-	176	265	-
Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	32	0	0.0032	1240	1754	4	423-427	161	47	-
_1985_Issue 2_New Perspectives.pdf	2	0	0.0000	1052	1500	0	-	143	378	-
_1985_Issue 2_New Perspectives.pdf	15	0	0.0000	1052	1500	0	-	144	415	-
oster - Engagement of Anne Foster To Tucson Man Announced.pdf	1	0	0.0020	2451	3468	5	905-910	114	3035	-
1947_Corporation Tax Study Due By House Body.pdf	2	0	0.0008	1244	1757	1	516-517	188	746	-
1947_Corporation Tax Study Due By House Body.pdf	3	0	0.0218	1240	1754	27	306-333	144	367	-
1947_Corporation Tax Study Due By House Body.pdf	4	1	0.3242	1240	1754	402	656-1058	186	62	656-1058
Astin__The Challenge of Open Admissions by Alexander W_UNZ.org.pdf	1	0	0.0055	1275	1650	7	812-819	155	580	-
Astin__The Challenge of Open Admissions by Alexander W_UNZ.org.pdf	2	0	0.0188	1275	1650	24	837-861	154	630	-
Astin__The Challenge of Open Admissions by Alexander W_UNZ.org.pdf	3	0	0.0180	1275	1650	23	815-838	145	995	-
Black_0000_The Scandal of Educational Testing.pdf	1	0	0.0000	1020	1391	0	-	144	856	-
Black_0000_The Scandal of Educational Testing.pdf	2	0	0.0176	1020	1391	18	529-547	156	646	-
Black_0000_The Scandal of Educational Testing.pdf	3	0	0.0127	1020	1388	13	778-791	159	631	-
Bullitt_1959_The Future American Class System_Horizon.pdf	2	0	0.0000	1158	1628	0	-	165	450	-
Bullitt_1959_The Future American Class System_Horizon.pdf	5	0	0.0196	1175	1607	23	563-586	163	399	-
Bullitt_1959_The Future American Class System_Horizon.pdf	8	0	0.0000	1028	1359	0	-	158	335	-
Davis_2005_Optimism of the Will_Nation.pdf	2	0	0.0271	1219	1631	33	403-436	146	1448	-
Davis_2005_Optimism of the Will_Nation.pdf	3	0	0.0238	1219	1631	29	411-440	163	1428	-
Davis_2005_Optimism of the Will_Nation.pdf	5	0	0.0016	1275	1650	2	765-767	128	96	-
Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	2	1	0.1022	1204	1654	123	907-1030	187	313	907-1030
Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	7	1	0.0389	1208	1656	47	472-519	189	460	472-519
Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	13	1	0.0394	1219	1663	48	480-528	191	454	480-528
Glazer_2002_Higher Ed_New Republic.pdf	1	0	0.0050	1192	1631	6	440-446	160	1482	-
Glazer_2002_Higher Ed_New Republic.pdf	2	0	0.0024	1275	1650	3	170-173	128	55	-
Glazer_2003_Kith and Kin_Commentary; New York.pdf	1	0	0.0000	1187	1783	0	-	161	544	-
Glazer_2003_Kith and Kin_Commentary; New York.pdf	2	0	0.0102	1178	1678	12	426-438	162	1308	-
Glazer_2003_Kith and Kin_Commentary; New York.pdf	3	0	0.0084	1190	1675	10	747-757	162	1295	-
HarpersMagazine-1938-05-0019577.pdf	2	0	0.0067	900	1350	6	485-491	171	482	-
HarpersMagazine-1938-05-0019577.pdf	6	0	0.0111	902	1350	10	480-490	172	515	-
HarpersMagazine-1938-05-0019577.pdf	10	0	0.0099	906	1354	9	474-483	171	416	-
Kelly_2014_Orders of Magnitude_TLS.pdf	1	0	0.0006	1680	2138	1	1228-1229	158	1173	-
Kelly_2014_Orders of Magnitude_TLS.pdf	2	0	0.0131	1680	2138	22	1226-1248	159	791	-
Kelly_2014_Orders of Magnitude_TLS.pdf	3	0	0.0000	1680	2138	0	-	168	858	-
Kristol_1960_High, Low, and Modern_Encounter.pdf	2	0	0.0050	996	1507	5	495-500	156	317	-
Kristol_1960_High, Low, and Modern_Encounter.pdf	6	0	0.0080	997	1507	8	496-504	150	322	-
Kristol_1960_High, Low, and Modern_Encounter.pdf	10	0	0.0000	993	1509	0	-	153	273	-
Lasky et al. - 1949 - Letters from readers.pdf	1	0	0.0000	855	1369	0	-	148	401	-
Lasky et al. - 1949 - Letters from readers.pdf	2	0	0.0011	875	1390	1	417-418	149	377	-
Lasky et al. - 1949 - Letters from readers.pdf	3	0	0.0012	855	1423	1	418-419	151	448	-
Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	2	0	0.0182	933	1406	17	456-473	148	346	-
Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	3	0	0.0204	933	1406	19	455-474	149	475	-
Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	5	0	0.0000	933	1406	0	-	129	591	-
Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	2	0	0.0025	802	1131	2	393-395	158	356	-
Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	3	0	0.0037	802	1129	3	398-401	156	377	-
Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	5	0	0.0012	819	1100	1	419-420	152	262	-
Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	2	0	0.0039	779	1115	3	405-408	153	373	-
Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	3	0	0.0024	819	1140	2	403-405	151	297	-
Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	4	0	0.0013	800	1129	1	354-355	150	190	-
Marth_1982_Why Unions Lose At Many Companies_Nation's Business (pre-1986); Washington.pdf	1	0	0.0000	974	1440	0	-	137	883	-
Marth_1982_Why Unions Lose At Many Companies_Nation's Business (pre-1986); Washington.pdf	2	0	0.0078	895	1169	7	296-303	157	469	-
Merriam_1913_Clutter of Things_The Independent.pdf	1	0	0.0033	904	1404	3	463-466	145	432	-
Merriam_1913_Clutter of Things_The Independent.pdf	2	0	0.0044	904	1404	4	422-426	144	470	-
Part Two.pdf	2	0	0.0039	1275	1650	5	1008-1013	140	272	-
Part Two.pdf	18	0	0.0196	1275	1650	25	161-186	150	357	-
Part Two.pdf	35	0	0.0251	1275	1650	32	1081-1113	150	298	-
Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	2	0	0.0317	1010	1475	32	327-359	148	762	-
Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	3	0	0.0327	1010	1475	33	339-372	155	398	-
Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	4	2	0.0386	1010	1475	39	332-371	160	423	332-371,641-677
Sherman_1986_elite institutions_The Public Interest; New York.pdf	2	0	0.0065	1240	1654	8	227-235	159	467	-
Sherman_1986_elite institutions_The Public Interest; New York.pdf	4	0	0.0065	1240	1654	8	229-237	155	427	-
Sherman_1986_elite institutions_The Public Interest; New York.pdf	6	0	0.0056	1240	1654	7	232-239	158	248	-
Stone_1965_England’s Revolution_The New York Review of Books.pdf	2	0	0.0000	1275	1650	0	-	155	481	-
Stone_1965_England’s Revolution_The New York Review of Books.pdf	3	0	0.0000	1275	1650	0	-	156	522	-
Stone_1965_England’s Revolution_The New York Review of Books.pdf	4	0	0.0000	1276	1650	0	-	154	348	-
_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	2	0	0.0053	949	1288	5	481-486	153	342	-
_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	4	0	0.0093	971	1387	9	624-633	141	624	-
_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	6	0	0.0068	887	1402	6	586-592	145	633	-
_1967_Yearly Increase of 15% Expected by Ampex_Boxoffice (Archive 1920-2000); New York.pdf	1	0	0.0169	1242	1685	21	814-835	164	1517	-
_1977_What We're About_Washington Monthly.pdf	1	0	0.0000	919	1467	0	-	150	359	-
_1977_What We're About_Washington Monthly.pdf	2	0	0.0000	919	1467	0	-	150	320	-
_1977_What We're About_Washington Monthly.pdf	3	0	0.0000	919	1467	0	-	142	587	-
1976_Results of Trading in Stock Options.pdf	1	0	0.0000	1046	2088	0	-	153	1243	-
Berendzen_1981_The Soaring Lesson of America in Space_Newsday (1940-1990), Nassau ed.; Long Island, N.Y..pdf	1	0	0.0000	1246	2010	0	-	137	842	-
Gitlin_2000_How Our Crowd Got Lonely_New York Times.pdf	1	0	0.0000	959	1281	0	-	157	625	-
Glazer_2003_Neoconservatives, Then and Now_New York Times.pdf	1	0	0.0076	525	709	4	400-404	153	224	-
JOURNAL_1969_Giving the Boss a Raise_Wall Street Journal (1923 - Current file); New York, N.Y..pdf	1	0	0.0000	1302	2301	0	-	149	652	-
Williams_1958_DEMOCRACY OR MERITOCRACY_The Manchester Guardian (1901-1959); Manchester (UK).pdf	1	0	0.0022	908	1463	2	600-602	159	627	-
Zipkin_2000_Management.pdf	1	0	0.0000	821	1308	0	-	150	535	-
Zipkin_2000_Management.pdf	2	0	0.0031	954	1192	3	480-483	155	609	-
_1926_Clapp defends Cox_Billings Gazette.pdf	1	0	0.0000	2594	3848	0	-	143	2349	-
_1926_Cox resigns, following most severe public criticism that ever has been_Anaconda Standard.pdf	1	0	0.0000	2006	2663	0	-	148	2100	-
_1926_English dept summer school_Havre Daily News Promoter.pdf	1	0	0.0000	2525	3273	0	-	138	1415	-
_1928_Creative writing a featured course at Summer School_Helena Daily Independent.pdf	1	0	0.0000	2273	2875	0	-	133	1688	-
_1931_Again, press most excited about Frontier's history section_Helena Daily Independent.pdf	1	0	0.0000	2279	2867	0	-	138	1097	-
_1939_Kalispell resident offering private creative writing courses, out of her home_Kalispell Daily Inter Lake.pdf	1	0	0.0000	2415	3183	0	-	133	1918	-
_1941_Fiedler's hiring at UM announced_Helena Independent.pdf	1	0	0.0000	2167	3329	0	-	135	2297	-
_1950_Comic_Independent Record.pdf	1	0	0.0012	2590	3598	3	1305-1308	138	1603	-
_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	2	0	0.0044	1133	950	5	201-206	142	743	-
_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	3	0	0.0044	1127	963	5	201-206	152	502	-
_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	4	0	0.0170	704	956	12	430-442	148	759	-
___ 2.pdf	1	0	0.0088	1598	2606	14	932-946	145	903	-
___ 3.pdf	1	0	0.0030	2331	3456	7	1698-1705	105	1366	-
___ 4.pdf	1	0	0.0009	1153	2071	1	738-739	152	739	-
___ 5.pdf	1	0	0.0000	1788	2848	0	-	144	1133	-
___.pdf	1	0	0.0024	2450	3722	6	1275-1281	127	1813	-
1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	2	0	0.0092	871	1379	8	497-505	169	87	-
1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	18	0	0.0000	1191	1636	0	-	137	559	-
1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	35	0	0.0029	1371	1859	4	1029-1033	136	435	-
1958_CiT Financial Corporation Annual Report -- 1958.pdf	2	0	0.0147	1088	1551	16	489-505	153	17	-
1958_CiT Financial Corporation Annual Report -- 1958.pdf	21	0	0.0084	1185	1820	10	891-901	147	194	-
1958_CiT Financial Corporation Annual Report -- 1958.pdf	41	0	0.0025	1223	1763	3	735-738	150	366	-
1958_E.pdf	2	0	0.0086	581	1118	5	326-331	150	94	-
1958_E.pdf	26	0	0.0000	558	1043	0	-	153	191	-
1958_E.pdf	50	0	0.0000	715	1215	0	-	146	207	-
1958_General Foods Corporation Annual Report -- 1958.pdf	2	0	0.0000	984	1422	0	-	142	846	-
1958_General Foods Corporation Annual Report -- 1958.pdf	15	0	0.0032	924	1352	3	599-602	143	623	-
1958_General Foods Corporation Annual Report -- 1958.pdf	28	0	0.0107	840	1160	9	497-506	143	720	-
1958_The Anaconda Company Annual Report -- 1958.pdf	2	0	0.0149	874	1434	13	423-436	162	14	-
1958_The Anaconda Company Annual Report -- 1958.pdf	18	0	0.0000	1160	1483	0	-	127	1246	-
1958_The Anaconda Company Annual Report -- 1958.pdf	34	0	0.0085	1176	1531	10	427-437	154	1214	-
1958_The Goodyear Tire & Rubber Company Annual Report -- 1958.pdf	2	0	0.0000	1104	1489	0	-	160	166	-
1958_The Goodyear Tire & Rubber Company Annual Report -- 1958.pdf	22	0	0.0000	1035	1452	0	-	142	668	-
1958_The Goodyear Tire & Rubber Company Annual Report -- 1958.pdf	43	0	0.0000	1136	1546	0	-	157	349	-
AI 2027.pdf	2	1	0.0452	1240	1754	56	800-856	145	326	800-856
AI 2027.pdf	36	1	0.0435	1240	1754	54	802-856	147	289	802-856
AI 2027.pdf	71	0	0.0048	1240	1754	6	633-639	148	33	-
Autor et al_2020_Extending the Race between Education and Technology.pdf	2	0	0.0000	1275	1650	0	-	149	324	-
Autor et al_2020_Extending the Race between Education and Technology.pdf	11	0	0.0024	1275	1650	3	1104-1107	168	221	-
Autor et al_2020_Extending the Race between Education and Technology.pdf	20	0	0.0031	1280	1654	4	1114-1118	152	42	-
Hoxby_1997_How the Changing Market Structure of U_National Bureau of Economic Research.pdf	2	0	0.0000	1304	1653	0	-	160	191	-
Hoxby_1997_How the Changing Market Structure of U_National Bureau of Economic Research.pdf	41	0	0.0000	1306	1656	0	-	156	219	-
Hoxby_1997_How the Changing Market Structure of U_National Bureau of Economic Research.pdf	80	0	0.0097	1346	1689	13	1071-1084	158	508	-
Kremer_Maskin_1996_Wage Inequality and Segregation by Skill_National Bureau of Economic Research.pdf	2	0	0.0000	1296	1650	0	-	156	148	-
Kremer_Maskin_1996_Wage Inequality and Segregation by Skill_National Bureau of Economic Research.pdf	32	0	0.0000	1296	1650	0	-	153	195	-
Kremer_Maskin_1996_Wage Inequality and Segregation by Skill_National Bureau of Economic Research.pdf	63	0	0.0030	1327	1663	4	1132-1136	151	319	-
Levy and Temin - 2007 - Inequality and Institutions in 20th Century Americ.pdf	2	0	0.0034	1179	1558	4	149-153	179	90	-
Levy and Temin - 2007 - Inequality and Institutions in 20th Century Americ.pdf	34	0	0.0000	1179	1558	0	-	139	169	-
Levy and Temin - 2007 - Inequality and Institutions in 20th Century Americ.pdf	66	0	0.0000	1179	1558	0	-	90	1558	-
Temin_1997_The American Business Elite in Historical Perspective.pdf	2	0	0.0000	1323	1663	0	-	150	261	-
Temin_1997_The American Business Elite in Historical Perspective.pdf	25	0	0.0008	1300	1649	1	1120-1121	151	198	-
Temin_1997_The American Business Elite in Historical Perspective.pdf	49	0	0.0000	1317	1665	0	-	160	129	-
_1950_Fairchild Camera and Instrument Corporation Annual Report -- 1950_ProQuest Annual Reports.pdf	2	0	0.0000	1163	1656	0	-	154	277	-
_1950_Fairchild Camera and Instrument Corporation Annual Report -- 1950_ProQuest Annual Reports.pdf	13	0	0.0000	1175	1565	0	-	130	1275	-
_1950_Fairchild Camera and Instrument Corporation Annual Report -- 1950_ProQuest Annual Reports.pdf	24	0	0.0043	1171	1552	5	543-548	133	963	-
_1953_Fairchild Camera and Instrument Corporation Annual Report -- 1953_ProQuest Annual Reports.pdf	2	0	0.0000	719	1206	0	-	178	768	-
_1953_Fairchild Camera and Instrument Corporation Annual Report -- 1953_ProQuest Annual Reports.pdf	13	0	0.0000	738	1260	0	-	168	234	-
_1953_Fairchild Camera and Instrument Corporation Annual Report -- 1953_ProQuest Annual Reports.pdf	25	0	0.0000	754	1331	0	-	177	754	-
_1958_Small Business Investment Act_.pdf	2	0	0.0000	852	1548	0	-	133	1430	-
_1958_Small Business Investment Act_.pdf	15	0	0.0000	804	1548	0	-	137	1297	-
_1958_Small Business Investment Act_.pdf	28	0	0.0000	852	1536	0	-	138	1536	-
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	2	0	0.0135	1108	1102	15	490-505	168	186	-
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	20	0	0.0037	1623	2137	6	600-606	132	863	-
