document	status	page	route	sat	tone	inkOut	layered	1bit	delta	verdict	extent	barVerdict	layeredAtBar	barDelta
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Longenecker et al_1987_Behind The Mask_The Academy of Management Executive; Mississippi State.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Lowell - The Government of Dependencies.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/McWilliams_1933_Provincialism_The Frontier and Midland.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Merriam_1920_Daughter of Pan_The Montanan (The Frontier).pdf	ok	p1	colour	0.086	0.226	0.1797	273070	41966	-231104	picture	0.00000	picture	273070	same
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Price_1958_The Small Business Tax Revision of 1958.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p34	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p43	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1942_Democracy and Defamation_Columbia Law Review (2017-04-04 13-44-43).pdf	ok	p51	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1949_Men, Women, and Marriage_Nation.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1949_Men, Women, and Marriage_Nation.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1949_Men, Women, and Marriage_Nation.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1958_Who Will and Who Should Pay for Higher Education_The School Review.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p3	grey	0.000	0.028	0.3778	1069060	129337	-939723	picture	0.00241	picture	1069060	same
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Riesman_1976_Thoughts on the Graduate Experience_Change.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Ripley_1889_The Teaching of the English Language and Literature_Education.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p28	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Robin_Stephens_1996_Against the Grain_Social Text.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Sanders_2001_BEHAVIORAL RESPONSES OF CEOs TO STOCK OWNERSHIP AND STOCK OPTION PAY.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p3	grey	0.000	0.055	0.0412	33911	28950	-4961	all-text	0.00000	all-text	33911	same
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p6	grey	0.000	0.110	0.4795	97937	26949	-70988	picture	0.00000	picture	97937	same
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p9	grey	0.000	0.079	0.1333	119363	34108	-85255	picture	0.00000	picture	119363	same
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p10	grey	0.000	0.082	0.2797	110118	29587	-80531	picture	0.00000	picture	110118	same
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p12	grey	0.000	0.105	0.4594	108612	29095	-79517	picture	0.00031	picture	108612	same
journalArticle/Scott_TK_The Scientific Selection of Salesmen.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Surani et al. - AI for Scaling Legal Reform Mapping and Redacting Racial Covenants in Santa Clara County.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p37	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p42	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p52	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p57	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wells_2015_A Long View of Shareholder Power.pdf	ok	p62	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Wilson_1975_Review of The Welfare State and Equality_Journal of Economic Literature.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p3	grey	0.001	0.047	0.0000	23783	22084	-1699	all-text	0.00000	all-text	23783	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p5	grey	0.001	0.044	0.0000	22674	20453	-2221	all-text	0.00000	all-text	22674	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p8	grey	0.001	0.043	0.0015	22084	20048	-2036	all-text	0.00000	all-text	22084	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p10	grey	0.001	0.041	0.0016	21135	18804	-2331	all-text	0.00000	all-text	21135	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p13	grey	0.001	0.047	0.0014	23605	21572	-2033	all-text	0.00000	all-text	23605	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p20	grey	0.002	0.040	0.0752	20295	17180	-3115	all-text	0.00000	picture	62659	+42364
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p23	grey	0.001	0.046	0.0014	22804	21168	-1636	all-text	0.00000	all-text	22804	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p25	grey	0.001	0.045	0.0014	22854	21103	-1751	all-text	0.00000	all-text	22854	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p28	grey	0.001	0.047	0.0016	24693	21368	-3325	all-text	0.00000	all-text	24693	same
journalArticle/Xin Qu et al_2018_Executive stock option vesting conditions, corporate governance and CEO.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
