document	status	page	route	sat	tone	inkOut	layered	1bit	delta	verdict	extent	barVerdict	layeredAtBar	barDelta
book/Nedelsky_1990_Private property and the limits of American constitutionalism_University of Chicago Press.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Nedelsky_1990_Private property and the limits of American constitutionalism_University of Chicago Press.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p34	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p45	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p57	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p68	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p79	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p90	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p102	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p113	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p124	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/New York Stock Exchange_1956_Stock ownership plans for employees.pdf	ok	p135	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p64	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p96	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p128	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p160	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p192	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p223	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p255	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p287	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p319	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p351	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Noble_1977_America by design.pdf	ok	p383	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p2	colour	0.130	0.925	0.9446	559596	76627	-482969	picture	0.00000	picture	559596	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p4	colour	0.099	0.324	0.0094	181339	17963	-163376	picture	0.36111	picture	181339	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p6	colour	0.086	0.166	0.0000	57080	41525	-15555	all-text	0.00000	all-text	57080	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p8	colour	0.107	0.255	0.0526	65039	49883	-15156	all-text	0.00025	picture	314476	+249437
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p10	colour	0.101	0.145	0.0000	42044	28059	-13985	all-text	0.00995	all-text	42044	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p12	colour	0.069	0.131	0.0000	33743	20878	-12865	all-text	0.01004	all-text	33743	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p14	colour	0.063	0.144	0.0000	63912	46097	-17815	all-text	0.00000	all-text	63912	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p16	colour	0.133	0.326	0.0565	70276	55102	-15174	all-text	0.00000	picture	350342	+280066
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p18	colour	0.092	0.262	0.0676	52255	37329	-14926	all-text	0.00000	picture	310438	+258183
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p20	colour	0.103	0.265	0.0022	66684	50091	-16593	all-text	0.00000	all-text	66684	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p22	colour	0.121	0.197	0.0013	303522	46644	-256878	picture	0.07030	picture	303522	same
book/Riesman - 1954 - Individualism reconsidered, and other essays.pdf	ok	p24	colour	0.118	0.293	0.0015	70002	52449	-17553	all-text	0.02023	all-text	70002	same
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p45	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p59	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p74	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p89	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p103	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p118	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p133	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p147	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p162	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Schumpeter_1955_Imperialism ; Social classes_World.pdf	ok	p177	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Shows and Burton - 1972 - Microeconomics.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/UN-OCred.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/UN-OCred.pdf	ok	p7	grey	0.000	0.087	0.0231	29238	24850	-4388	all-text	0.00013	all-text	29238	same
book/UN-OCred.pdf	ok	p10	grey	0.000	0.090	0.6246	88276	17704	-70572	picture	0.00017	picture	88276	same
book/UN-OCred.pdf	ok	p13	grey	0.000	0.080	0.5558	91919	17693	-74226	picture	0.00077	picture	91919	same
book/UN-OCred.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/UN-OCred.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/UN-OCred.pdf	ok	p22	grey	0.000	0.109	0.6653	91906	18396	-73510	picture	0.00047	picture	91906	same
book/UN-OCred.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/UN-OCred.pdf	ok	p28	grey	0.000	0.072	0.2870	97966	20487	-77479	picture	0.00432	picture	97966	same
book/UN-OCred.pdf	ok	p31	grey	0.000	0.049	0.3484	91804	18394	-73410	picture	0.00060	picture	91804	same
book/UN-OCred.pdf	ok	p34	grey	0.000	0.069	0.3551	98164	21015	-77149	picture	0.00080	picture	98164	same
book/UN-OCred.pdf	ok	p37	grey	0.000	0.134	0.5966	88373	18607	-69766	picture	0.00104	picture	88373	same
book/Westad_2005_The Global Cold War_Cambridge University Press.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Westad_2005_The Global Cold War_Cambridge University Press.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/Westad_2005_The Global Cold War_Cambridge University Press.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
book/_2010_New Materialisms_Duke University Press.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Allen_2011_The Origins of Political Philosophy_Oxford University Press.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Berger_2013_Toward a Third Industrial Divide_.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p2	grey	0.000	0.151	0.0140	58099	54025	-4074	all-text	0.02106	all-text	58099	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p3	grey	0.000	0.150	0.0450	56226	53696	-2530	all-text	0.02457	all-text	56226	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p4	grey	0.000	0.156	0.0193	58877	55235	-3642	all-text	0.03009	all-text	58877	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p5	grey	0.000	0.156	0.0405	59251	55591	-3660	all-text	0.02959	all-text	59251	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p6	grey	0.000	0.154	0.0767	57475	55182	-2293	all-text	0.03511	picture	249633	+192158
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p7	grey	0.000	0.158	0.0370	58442	54916	-3526	all-text	0.03260	all-text	58442	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p8	grey	0.000	0.146	0.0465	56576	53183	-3393	all-text	0.03460	picture	247120	+190544
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p9	grey	0.000	0.148	0.0590	57003	51087	-5916	all-text	0.03360	picture	247259	+190256
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p10	grey	0.000	0.152	0.0441	59041	52857	-6184	all-text	0.03460	all-text	59041	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p11	grey	0.000	0.147	0.1034	244337	52036	-192301	picture	0.03410	picture	244337	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p12	grey	0.000	0.162	0.0410	63955	58471	-5484	all-text	0.03159	all-text	63955	same
bookSection/Broadhead - 1994 - Regionalism and the Upper Class.pdf	ok	p13	grey	0.000	0.122	0.1210	208267	42514	-165753	picture	0.03661	picture	208267	same
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1915_Current Literature and the Colleges_Harper & Brothers.pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1929_Comment on Several Subjects.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1929_Comment on Several Subjects.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1929_Comment on Several Subjects.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Canby_1929_Comment on Several Subjects.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p23	grey	0.000	0.043	0.7896	61067	13127	-47940	picture	0.00258	picture	61067	same
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Falasca-Zamponi_2004_The »Culture« of Personality.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p29	grey	0.000	0.089	0.7803	55802	12279	-43523	picture	0.00000	picture	55802	same
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p34	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p39	grey	0.000	0.081	0.8701	127029	16884	-110145	picture	0.00011	picture	127029	same
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p43	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p48	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p53	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Findlay_1992_Stanford Industrial Park_University of California Press.pdf	ok	p58	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Geiger et al_2018_American higher education in the postwar era, 1945-1970.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
